second,bucket,sessions
1970/01/01 12:28:18,tcp-syn,2
1970/01/01 12:28:23,tcp-syn,1
1970/01/01 12:28:26,tcp-syn,2
1970/01/01 12:28:27,tcp-syn,9
1970/01/01 12:28:39,tcp-syn,1
1970/01/01 12:28:42,tcp-syn,1
1970/01/01 12:28:51,udp,1
1970/01/01 12:28:53,tcp-syn,2
1970/01/01 12:29:02,tcp-syn,1
1970/01/01 12:29:07,udp,1
1970/01/01 12:29:08,tcp-syn,1
1970/01/01 12:29:17,tcp-syn,2
1970/01/01 12:29:18,tcp-syn,1
1970/01/01 12:29:32,tcp-syn,1
1970/01/01 12:29:33,tcp-syn,1
1970/01/01 12:29:38,udp,1
1970/01/01 12:29:45,tcp-syn,2
1970/01/01 12:29:53,tcp-syn,1
1970/01/01 12:29:56,tcp-syn,2
1970/01/01 12:30:08,tcp-syn,2
1970/01/01 12:30:09,tcp-syn,2
1970/01/01 12:30:10,tcp-syn,3
1970/01/01 12:30:12,tcp-syn,1
1970/01/01 12:30:14,tcp-syn,1
1970/01/01 12:30:18,tcp-syn,1
1970/01/01 12:30:35,tcp-syn,1
1970/01/01 12:30:37,tcp-syn,2
1970/01/01 12:30:39,udp,2
1970/01/01 12:30:40,tcp-syn,1
1970/01/01 12:30:41,tcp-syn,2
1970/01/01 12:30:48,icmp,1
1970/01/01 12:30:51,tcp-syn,1
1970/01/01 12:30:54,tcp-syn,2
1970/01/01 12:30:56,tcp-syn,1
1970/01/01 12:30:58,tcp-syn,2
1970/01/01 12:30:59,tcp-syn,1
1970/01/01 12:31:03,tcp-syn,1
1970/01/01 12:31:06,udp,1
1970/01/01 12:31:09,tcp-syn,1
1970/01/01 12:31:11,tcp-syn,2
1970/01/01 12:31:12,tcp-syn,2
1970/01/01 12:31:15,tcp-syn,2
1970/01/01 12:31:18,tcp-syn,2
1970/01/01 12:31:25,tcp-syn,1
1970/01/01 12:31:25,udp,2
1970/01/01 12:31:26,tcp-syn,2
1970/01/01 12:31:29,tcp-syn,1
1970/01/01 12:31:32,tcp-syn,2
1970/01/01 12:31:33,tcp-syn,2
1970/01/01 12:31:36,tcp-syn,2
1970/01/01 12:31:38,tcp-syn,2
1970/01/01 12:31:41,udp,1
1970/01/01 12:32:06,tcp-syn,2
1970/01/01 12:32:08,tcp-syn,1
1970/01/01 12:32:09,tcp-syn,2
1970/01/01 12:32:15,tcp-syn,2
1970/01/01 12:32:33,tcp-syn,1
1970/01/01 12:32:34,udp,1
1970/01/01 12:32:47,tcp-syn,2
1970/01/01 12:32:51,udp,1
1970/01/01 12:32:55,tcp-syn,1
1970/01/01 12:32:56,tcp-syn,1
1970/01/01 12:32:59,tcp-syn,2
1970/01/01 12:33:08,tcp-syn,4
1970/01/01 12:33:15,udp,1
1970/01/01 12:33:17,tcp-syn,1
1970/01/01 12:33:22,tcp-syn,1
1970/01/01 12:33:24,tcp-syn,1
1970/01/01 12:33:42,tcp-syn,1
1970/01/01 12:33:43,tcp-syn,1
1970/01/01 12:33:46,tcp-syn,1
1970/01/01 12:33:49,tcp-syn,1
1970/01/01 12:33:52,tcp-syn,1
1970/01/01 12:33:58,tcp-syn,1
1970/01/01 12:34:01,udp,2
1970/01/01 12:34:08,udp,1
1970/01/01 12:34:09,tcp-syn,1
1970/01/01 12:34:10,tcp-syn,5
1970/01/01 12:34:21,tcp-syn,1
1970/01/01 12:34:25,tcp-syn,2
1970/01/01 12:34:26,tcp-syn,1
1970/01/01 12:34:29,tcp-syn,1
1970/01/01 12:34:34,tcp-syn,1
1970/01/01 12:34:40,tcp-syn,2
1970/01/01 12:34:41,tcp-syn,1
1970/01/01 12:34:42,udp,4
1970/01/01 12:34:45,tcp-syn,3
1970/01/01 12:34:46,tcp-syn,1
1970/01/01 12:34:47,tcp-syn,1
1970/01/01 12:34:50,udp,2
1970/01/01 12:34:56,udp,2
1970/01/01 12:34:58,tcp-syn,2
1970/01/01 12:35:06,tcp-syn,1
1970/01/01 12:35:07,tcp-syn,2
1970/01/01 12:35:07,udp,1
1970/01/01 12:35:13,tcp-syn,1
1970/01/01 12:35:13,udp,1
1970/01/01 12:35:14,tcp-syn,2
1970/01/01 12:35:18,tcp-syn,1
1970/01/01 12:35:27,tcp-syn,1
1970/01/01 12:35:28,udp,2
1970/01/01 12:35:34,tcp-syn,2
1970/01/01 12:35:35,tcp-syn,2
1970/01/01 12:35:43,tcp-syn,1
1970/01/01 12:35:44,tcp-syn,1
1970/01/01 12:35:46,tcp-syn,1
1970/01/01 12:35:54,tcp-syn,2
1970/01/01 12:35:57,tcp-syn,2
1970/01/01 12:35:59,udp,1
1970/01/01 12:36:02,udp,1
1970/01/01 12:36:07,tcp-syn,1
1970/01/01 12:36:14,tcp-syn,1
1970/01/01 12:36:16,tcp-syn,1
1970/01/01 12:36:19,tcp-syn,1
1970/01/01 12:36:38,tcp-syn,1
1970/01/01 12:36:51,tcp-syn,1
1970/01/01 12:36:59,tcp-syn,1
1970/01/01 12:37:03,tcp-syn,2
1970/01/01 12:37:08,tcp-syn,1
1970/01/01 12:37:10,tcp-syn,1
1970/01/01 12:37:13,tcp-syn,1
1970/01/01 12:37:19,tcp-syn,2
1970/01/01 12:37:23,tcp-syn,2
1970/01/01 12:37:26,tcp-syn,2
1970/01/01 12:37:44,tcp-syn,1
1970/01/01 12:37:48,tcp-syn,1
1970/01/01 12:37:49,tcp-syn,1
1970/01/01 12:37:52,tcp-syn,2
1970/01/01 12:37:54,tcp-syn,1
1970/01/01 12:37:58,tcp-syn,2
1970/01/01 12:38:00,tcp-syn,2
1970/01/01 12:38:04,tcp-syn,1
1970/01/01 12:38:22,tcp-syn,1
1970/01/01 12:38:29,tcp-syn,2
1970/01/01 12:38:42,tcp-syn,1
1970/01/01 12:38:47,tcp-syn,2
1970/01/01 12:38:49,tcp-syn,2
1970/01/01 12:38:50,udp,1
1970/01/01 12:38:52,tcp-syn,1
1970/01/01 12:38:59,tcp-syn,1
1970/01/01 12:39:06,tcp-syn,2
1970/01/01 12:39:11,tcp-syn,1
1970/01/01 12:39:25,tcp-syn,2
1970/01/01 12:39:29,tcp-syn,1
1970/01/01 12:39:32,tcp-syn,2
1970/01/01 12:39:33,tcp-syn,1
1970/01/01 12:39:44,tcp-syn,1
1970/01/01 12:39:50,tcp-syn,1
1970/01/01 12:39:52,tcp-syn,1
1970/01/01 12:39:57,tcp-syn,1
1970/01/01 12:40:01,tcp-syn,2
1970/01/01 12:40:04,tcp-syn,2
1970/01/01 12:40:27,udp,1
1970/01/01 12:40:28,tcp-syn,1
1970/01/01 12:40:34,tcp-syn,2
1970/01/01 12:40:37,tcp-syn,2
1970/01/01 12:40:39,tcp-syn,1
1970/01/01 12:40:41,tcp-syn,2
1970/01/01 12:40:43,tcp-syn,1
1970/01/01 12:40:46,tcp-syn,1
1970/01/01 12:40:48,tcp-syn,1
1970/01/01 12:40:50,tcp-syn,1
1970/01/01 12:41:13,tcp-syn,2
1970/01/01 12:41:22,udp,2
1970/01/01 12:41:30,tcp-syn,1
1970/01/01 12:41:33,tcp-syn,1
1970/01/01 12:41:40,tcp-syn,2
1970/01/01 12:41:43,udp,2
1970/01/01 12:41:53,tcp-syn,1
1970/01/01 12:41:54,tcp-syn,1
1970/01/01 12:42:00,tcp-syn,1
1970/01/01 12:42:03,tcp-syn,1
1970/01/01 12:42:06,tcp-syn,1
1970/01/01 12:42:09,tcp-syn,2
1970/01/01 12:42:10,tcp-syn,1
1970/01/01 12:42:11,tcp-syn,2
1970/01/01 12:42:13,tcp-syn,2
1970/01/01 12:42:20,tcp-syn,1
1970/01/01 12:42:24,tcp-syn,1
1970/01/01 12:42:27,tcp-syn,5
1970/01/01 12:42:30,tcp-syn,1
1970/01/01 12:42:32,tcp-syn,1
1970/01/01 12:42:40,tcp-syn,1
1970/01/01 12:42:42,tcp-syn,1
1970/01/01 12:42:45,tcp-syn,1
1970/01/01 12:42:47,tcp-syn,2
1970/01/01 12:42:57,udp,2
1970/01/01 12:42:58,tcp-syn,1
1970/01/01 12:42:59,tcp-syn,1
1970/01/01 12:43:01,tcp-syn,2
1970/01/01 12:43:09,tcp-syn,1
1970/01/01 12:43:20,tcp-syn,2
1970/01/01 12:43:21,tcp-syn,2
1970/01/01 12:43:22,tcp-syn,1
1970/01/01 12:43:32,tcp-syn,1
1970/01/01 12:43:36,icmp,2
1970/01/01 12:43:38,tcp-syn,1
1970/01/01 12:43:43,tcp-syn,2
1970/01/01 12:43:45,tcp-syn,1
1970/01/01 12:43:48,udp,2
1970/01/01 12:43:50,tcp-syn,1
1970/01/01 12:44:03,tcp-syn,2
1970/01/01 12:44:14,tcp-syn,1
1970/01/01 12:44:20,tcp-syn,2
1970/01/01 12:44:21,tcp-syn,1
1970/01/01 12:44:24,tcp-syn,1
1970/01/01 12:44:42,tcp-syn,1
1970/01/01 12:44:48,tcp-syn,1
1970/01/01 12:44:49,tcp-syn,1
1970/01/01 12:44:50,tcp-syn,1
1970/01/01 12:44:51,tcp-syn,1
1970/01/01 12:45:00,tcp-syn,2
1970/01/01 12:45:16,tcp-syn,1
1970/01/01 12:45:30,tcp-syn,1
1970/01/01 12:45:31,tcp-syn,1
1970/01/01 12:45:33,tcp-syn,1
1970/01/01 12:45:38,udp,1
1970/01/01 12:45:40,tcp-syn,2
1970/01/01 12:45:47,udp,1
1970/01/01 12:45:48,tcp-syn,1
1970/01/01 12:45:49,tcp-syn,1
1970/01/01 12:45:54,tcp-syn,1
1970/01/01 12:45:59,tcp-syn,1
1970/01/01 12:46:21,tcp-syn,2
1970/01/01 12:46:25,udp,1
1970/01/01 12:46:26,tcp-syn,1
1970/01/01 12:46:28,tcp-syn,1
1970/01/01 12:46:35,tcp-syn,1
1970/01/01 12:46:37,tcp-syn,4
1970/01/01 12:46:40,tcp-syn,2
1970/01/01 12:46:43,tcp-syn,1
1970/01/01 12:46:45,tcp-syn,1
1970/01/01 12:46:56,tcp-syn,2
1970/01/01 12:47:02,tcp-syn,1
1970/01/01 12:47:07,tcp-syn,1
1970/01/01 12:47:10,tcp-syn,1
1970/01/01 12:47:19,tcp-syn,2
1970/01/01 12:47:20,tcp-syn,2
1970/01/01 12:47:24,tcp-syn,2
1970/01/01 12:47:28,tcp-syn,1
1970/01/01 12:47:36,tcp-syn,1
1970/01/01 12:47:44,udp,1
1970/01/01 12:47:47,tcp-syn,1
1970/01/01 12:47:48,tcp-syn,2
1970/01/01 12:47:50,tcp-syn,2
1970/01/01 12:47:52,tcp-syn,2
1970/01/01 12:47:56,tcp-syn,2
1970/01/01 12:48:01,tcp-syn,1
1970/01/01 12:48:05,tcp-syn,1
1970/01/01 12:48:16,tcp-syn,1
1970/01/01 12:48:19,tcp-syn,1
1970/01/01 12:48:22,udp,1
1970/01/01 12:48:24,tcp-syn,1
1970/01/01 12:48:28,udp,1
1970/01/01 12:48:39,tcp-syn,1
1970/01/01 12:48:43,tcp-syn,1
1970/01/01 12:48:49,tcp-syn,4
1970/01/01 12:48:51,tcp-syn,2
1970/01/01 12:48:54,tcp-syn,5
1970/01/01 12:49:06,tcp-syn,2
1970/01/01 12:49:20,tcp-syn,2
1970/01/01 12:49:23,tcp-syn,1
1970/01/01 12:49:33,tcp-syn,1
1970/01/01 12:49:37,tcp-syn,2
1970/01/01 12:49:45,tcp-syn,2
1970/01/01 12:49:59,tcp-syn,1
1970/01/01 12:50:02,tcp-syn,1
1970/01/01 12:50:07,tcp-syn,2
1970/01/01 12:50:15,tcp-syn,2
1970/01/01 12:50:20,tcp-syn,1
1970/01/01 12:50:20,udp,2
1970/01/01 12:50:26,tcp-syn,4
1970/01/01 12:50:34,tcp-syn,5
1970/01/01 12:50:36,tcp-syn,1
1970/01/01 12:50:37,tcp-syn,1
1970/01/01 12:50:39,tcp-syn,1
1970/01/01 12:50:39,udp,2
1970/01/01 12:50:43,tcp-syn,1
1970/01/01 12:50:44,tcp-syn,1
1970/01/01 12:50:45,tcp-syn,1
1970/01/01 12:50:53,udp,2
1970/01/01 12:51:00,tcp-syn,1
1970/01/01 12:51:01,tcp-syn,1
1970/01/01 12:51:02,tcp-syn,1
1970/01/01 12:51:09,tcp-syn,1
1970/01/01 12:51:12,tcp-syn,1
1970/01/01 12:51:17,tcp-syn,1
1970/01/01 12:51:18,tcp-syn,1
1970/01/01 12:51:20,tcp-syn,1
1970/01/01 12:51:22,tcp-syn,1
1970/01/01 12:51:23,tcp-syn,1
1970/01/01 12:51:30,other-ip,1
1970/01/01 12:51:37,tcp-syn,1
1970/01/01 12:51:42,tcp-syn,1
1970/01/01 12:51:45,tcp-syn,1
1970/01/01 12:51:47,tcp-syn,2
1970/01/01 12:51:49,udp,1
1970/01/01 12:51:56,icmp,1
1970/01/01 12:52:00,tcp-syn,1
1970/01/01 12:52:23,tcp-syn,1
1970/01/01 12:52:26,tcp-syn,2
1970/01/01 12:52:29,udp,2
1970/01/01 12:52:33,tcp-syn,1
1970/01/01 12:52:38,tcp-syn,1
1970/01/01 12:52:49,tcp-syn,1
1970/01/01 12:52:50,tcp-syn,1
1970/01/01 12:52:52,tcp-syn,1
1970/01/01 12:52:53,tcp-syn,1
1970/01/01 12:53:02,tcp-syn,1
1970/01/01 12:53:03,tcp-syn,2
1970/01/01 12:53:17,tcp-syn,2
1970/01/01 12:53:18,tcp-syn,1
1970/01/01 12:53:22,tcp-syn,1
1970/01/01 12:53:26,tcp-syn,1
1970/01/01 12:53:29,tcp-syn,1
1970/01/01 12:53:34,tcp-syn,1
1970/01/01 12:53:37,tcp-syn,1
1970/01/01 12:53:44,tcp-syn,2
1970/01/01 12:53:44,other-ip,1
1970/01/01 12:53:48,tcp-syn,2
1970/01/01 12:53:52,tcp-syn,1
1970/01/01 12:53:56,tcp-syn,2
1970/01/01 12:53:59,tcp-syn,1
1970/01/01 12:54:00,tcp-syn,3
1970/01/01 12:54:01,tcp-syn,1
1970/01/01 12:54:07,tcp-syn,1
1970/01/01 12:54:11,udp,1
1970/01/01 12:54:18,tcp-syn,1
1970/01/01 12:54:21,tcp-syn,1
1970/01/01 12:54:26,tcp-syn,1
1970/01/01 12:54:28,tcp-syn,4
1970/01/01 12:54:32,udp,1
1970/01/01 12:54:34,udp,1
1970/01/01 12:54:36,tcp-syn,1
1970/01/01 12:54:39,tcp-syn,3
1970/01/01 12:54:45,tcp-syn,2
1970/01/01 12:54:48,tcp-syn,2
1970/01/01 12:54:55,tcp-syn,2
1970/01/01 12:54:58,icmp,1
1970/01/01 12:55:04,tcp-syn,1
1970/01/01 12:55:07,tcp-syn,2
1970/01/01 12:55:08,tcp-syn,1
1970/01/01 12:55:11,tcp-syn,1
1970/01/01 12:55:18,tcp-syn,1
1970/01/01 12:55:19,tcp-syn,4
1970/01/01 12:55:26,tcp-syn,1
1970/01/01 12:55:27,tcp-syn,2
1970/01/01 12:55:33,udp,2
1970/01/01 12:55:34,tcp-syn,1
1970/01/01 12:55:41,tcp-syn,1
1970/01/01 12:55:55,tcp-syn,1
1970/01/01 12:55:56,tcp-syn,2
1970/01/01 12:55:57,tcp-syn,1
1970/01/01 12:56:07,tcp-syn,1
1970/01/01 12:56:12,tcp-syn,1
1970/01/01 12:56:20,udp,2
1970/01/01 12:56:25,tcp-syn,2
1970/01/01 12:56:26,icmp,2
1970/01/01 12:56:29,tcp-syn,2
1970/01/01 12:56:31,udp,5
1970/01/01 12:56:36,tcp-syn,1
1970/01/01 12:56:37,tcp-syn,1
1970/01/01 12:56:42,tcp-syn,1
1970/01/01 12:56:44,tcp-syn,1
1970/01/01 12:56:49,tcp-syn,2
1970/01/01 12:56:52,tcp-syn,1
1970/01/01 12:56:57,tcp-syn,1
1970/01/01 12:57:01,tcp-syn,1
1970/01/01 12:57:03,tcp-syn,1
1970/01/01 12:57:04,tcp-syn,4
1970/01/01 12:57:13,tcp-syn,1
1970/01/01 12:57:16,udp,1
1970/01/01 12:57:23,tcp-syn,1
1970/01/01 12:57:24,tcp-syn,1
1970/01/01 12:57:30,tcp-syn,2
1970/01/01 12:57:36,tcp-syn,1
1970/01/01 12:57:38,tcp-syn,2
1970/01/01 12:57:39,tcp-syn,1
1970/01/01 12:57:44,tcp-syn,2
1970/01/01 12:57:45,tcp-syn,1
1970/01/01 12:57:59,tcp-syn,1
1970/01/01 12:58:11,tcp-syn,1
1970/01/01 12:58:15,tcp-syn,1
1970/01/01 12:58:22,tcp-syn,1
1970/01/01 12:58:38,tcp-syn,2
1970/01/01 12:58:40,tcp-syn,1
1970/01/01 12:58:47,tcp-syn,2
1970/01/01 12:58:49,udp,2
1970/01/01 12:58:57,tcp-syn,1
1970/01/01 12:58:58,tcp-syn,1
1970/01/01 12:58:59,tcp-syn,1
1970/01/01 12:59:00,tcp-syn,2
1970/01/01 12:59:01,tcp-syn,1
1970/01/01 12:59:08,tcp-syn,1
1970/01/01 12:59:10,udp,3
1970/01/01 12:59:12,tcp-syn,1
1970/01/01 12:59:24,tcp-syn,2
1970/01/01 12:59:28,tcp-syn,2
1970/01/01 12:59:34,tcp-syn,1
1970/01/01 12:59:38,tcp-syn,2
1970/01/01 12:59:46,tcp-syn,1
1970/01/01 12:59:50,tcp-syn,1
1970/01/01 13:00:00,tcp-syn,3
1970/01/01 13:00:02,tcp-syn,1
1970/01/01 13:00:03,tcp-syn,1
1970/01/01 13:00:06,tcp-syn,1
1970/01/01 13:00:22,tcp-syn,2
1970/01/01 13:00:29,tcp-syn,1
1970/01/01 13:00:32,tcp-syn,1
1970/01/01 13:00:35,tcp-syn,4
1970/01/01 13:00:39,tcp-syn,2
1970/01/01 13:00:46,tcp-syn,1
1970/01/01 13:00:49,tcp-syn,1
1970/01/01 13:01:00,tcp-syn,1
1970/01/01 13:01:00,udp,1
1970/01/01 13:01:01,tcp-syn,1
1970/01/01 13:01:05,tcp-syn,1
1970/01/01 13:01:07,tcp-syn,2
1970/01/01 13:01:09,tcp-syn,1
1970/01/01 13:01:14,tcp-syn,2
1970/01/01 13:01:15,tcp-syn,2
1970/01/01 13:01:16,tcp-syn,1
1970/01/01 13:01:26,tcp-syn,2
1970/01/01 13:01:32,tcp-syn,1
1970/01/01 13:01:35,tcp-syn,2
1970/01/01 13:01:36,tcp-syn,1
1970/01/01 13:01:37,tcp-syn,1
1970/01/01 13:01:44,tcp-syn,2
1970/01/01 13:01:48,tcp-syn,1
1970/01/01 13:01:52,tcp-syn,1
1970/01/01 13:01:54,tcp-syn,1
1970/01/01 13:01:56,tcp-syn,1
1970/01/01 13:02:08,tcp-syn,2
1970/01/01 13:02:09,tcp-syn,1
1970/01/01 13:02:09,udp,2
1970/01/01 13:02:14,tcp-syn,5
1970/01/01 13:02:15,tcp-syn,1
1970/01/01 13:02:23,tcp-syn,1
1970/01/01 13:02:25,udp,2
1970/01/01 13:02:28,tcp-syn,1
1970/01/01 13:02:32,tcp-syn,1
1970/01/01 13:02:40,tcp-syn,1
1970/01/01 13:02:43,tcp-syn,1
1970/01/01 13:02:49,tcp-syn,3
1970/01/01 13:02:50,tcp-syn,2
1970/01/01 13:02:51,tcp-syn,1
1970/01/01 13:02:59,tcp-syn,1
1970/01/01 13:03:03,tcp-syn,2
1970/01/01 13:03:06,tcp-syn,1
1970/01/01 13:03:09,tcp-syn,1
1970/01/01 13:03:12,tcp-syn,1
1970/01/01 13:03:19,tcp-syn,2
1970/01/01 13:03:29,tcp-syn,1
1970/01/01 13:03:33,tcp-syn,4
1970/01/01 13:03:38,tcp-syn,2
1970/01/01 13:03:39,udp,2
1970/01/01 13:03:42,tcp-syn,1
1970/01/01 13:03:44,tcp-syn,1
1970/01/01 13:03:52,udp,1
1970/01/01 13:03:55,tcp-syn,1
1970/01/01 13:04:00,tcp-syn,1
1970/01/01 13:04:02,tcp-syn,2
1970/01/01 13:04:05,tcp-syn,2
1970/01/01 13:04:10,tcp-syn,2
1970/01/01 13:04:12,tcp-syn,1
1970/01/01 13:04:15,tcp-syn,1
1970/01/01 13:04:19,tcp-syn,2
1970/01/01 13:04:20,udp,1
1970/01/01 13:04:21,tcp-syn,1
1970/01/01 13:04:22,tcp-syn,1
1970/01/01 13:04:28,tcp-syn,1
1970/01/01 13:04:30,tcp-syn,1
1970/01/01 13:04:36,tcp-syn,2
1970/01/01 13:04:46,tcp-syn,1
1970/01/01 13:04:50,tcp-syn,2
1970/01/01 13:04:51,udp,1
1970/01/01 13:04:53,tcp-syn,5
1970/01/01 13:05:00,tcp-syn,1
1970/01/01 13:05:07,tcp-syn,2
1970/01/01 13:05:23,tcp-syn,2
1970/01/01 13:05:42,tcp-syn,2
1970/01/01 13:05:45,tcp-syn,1
1970/01/01 13:05:46,tcp-syn,1
1970/01/01 13:06:10,tcp-syn,2
1970/01/01 13:06:16,tcp-syn,1
1970/01/01 13:06:24,tcp-syn,1
1970/01/01 13:06:29,tcp-syn,3
1970/01/01 13:06:34,tcp-syn,2
1970/01/01 13:06:36,tcp-syn,1
1970/01/01 13:06:38,tcp-syn,1
1970/01/01 13:06:40,tcp-syn,2
1970/01/01 13:06:47,tcp-syn,1
1970/01/01 13:06:49,tcp-syn,2
1970/01/01 13:06:50,tcp-syn,2
1970/01/01 13:07:04,tcp-syn,1
1970/01/01 13:07:09,udp,2
1970/01/01 13:07:14,tcp-syn,1
1970/01/01 13:07:15,tcp-syn,2
1970/01/01 13:07:27,tcp-syn,2
1970/01/01 13:07:29,tcp-syn,1
1970/01/01 13:07:37,tcp-syn,1
1970/01/01 13:07:48,tcp-syn,1
1970/01/01 13:07:54,udp,1
1970/01/01 13:07:55,tcp-syn,1
1970/01/01 13:08:00,tcp-syn,2
1970/01/01 13:08:01,tcp-syn,1
1970/01/01 13:08:02,tcp-syn,1
1970/01/01 13:08:05,tcp-syn,1
1970/01/01 13:08:10,tcp-syn,1
1970/01/01 13:08:11,tcp-syn,1
1970/01/01 13:08:23,tcp-syn,2
1970/01/01 13:08:40,tcp-syn,1
1970/01/01 13:08:42,tcp-syn,1
1970/01/01 13:08:49,tcp-syn,1
1970/01/01 13:08:56,tcp-syn,1
1970/01/01 13:08:59,tcp-syn,1
1970/01/01 13:09:08,tcp-syn,1
1970/01/01 13:09:14,tcp-syn,2
1970/01/01 13:09:17,tcp-syn,2
1970/01/01 13:09:22,tcp-syn,1
1970/01/01 13:09:28,tcp-syn,1
1970/01/01 13:09:30,tcp-syn,2
1970/01/01 13:09:31,udp,3
1970/01/01 13:09:39,tcp-syn,1
1970/01/01 13:09:43,tcp-syn,1
1970/01/01 13:10:07,tcp-syn,1
1970/01/01 13:10:13,udp,1
1970/01/01 13:10:15,tcp-syn,1
1970/01/01 13:10:18,tcp-syn,1
1970/01/01 13:10:21,tcp-syn,4
1970/01/01 13:10:22,tcp-syn,1
1970/01/01 13:10:25,tcp-syn,2
1970/01/01 13:10:28,tcp-syn,1
1970/01/01 13:10:36,tcp-syn,1
1970/01/01 13:11:02,tcp-syn,1
1970/01/01 13:11:03,tcp-syn,2
1970/01/01 13:11:05,tcp-syn,1
1970/01/01 13:11:16,tcp-syn,1
1970/01/01 13:11:19,tcp-syn,1
1970/01/01 13:11:22,tcp-syn,1
1970/01/01 13:11:24,udp,2
1970/01/01 13:11:35,tcp-syn,1
1970/01/01 13:11:39,tcp-syn,1
1970/01/01 13:11:40,tcp-syn,1
1970/01/01 13:11:43,tcp-syn,2
1970/01/01 13:11:45,udp,1
1970/01/01 13:11:46,tcp-syn,1
1970/01/01 13:11:51,tcp-syn,1
1970/01/01 13:11:57,tcp-syn,2
1970/01/01 13:11:58,udp,1
1970/01/01 13:12:03,tcp-syn,2
1970/01/01 13:12:10,tcp-syn,1
1970/01/01 13:12:18,tcp-syn,2
1970/01/01 13:12:21,udp,1
1970/01/01 13:12:28,tcp-syn,2
1970/01/01 13:12:30,tcp-syn,1
1970/01/01 13:12:31,tcp-syn,1
1970/01/01 13:12:34,tcp-syn,1
1970/01/01 13:12:42,tcp-syn,1
1970/01/01 13:12:43,tcp-syn,2
1970/01/01 13:12:44,tcp-syn,2
1970/01/01 13:12:53,tcp-syn,1
1970/01/01 13:12:57,tcp-syn,2
1970/01/01 13:13:01,tcp-syn,2
1970/01/01 13:13:05,tcp-syn,1
1970/01/01 13:13:06,tcp-syn,1
1970/01/01 13:13:10,tcp-syn,1
1970/01/01 13:13:18,tcp-syn,1
1970/01/01 13:13:20,tcp-syn,1
1970/01/01 13:13:21,tcp-syn,1
1970/01/01 13:13:26,tcp-syn,1
1970/01/01 13:13:30,udp,1
1970/01/01 13:13:36,tcp-syn,1
1970/01/01 13:13:37,tcp-syn,1
1970/01/01 13:13:39,tcp-syn,1
1970/01/01 13:13:47,tcp-syn,1
1970/01/01 13:13:49,tcp-syn,2
1970/01/01 13:13:50,tcp-syn,2
1970/01/01 13:13:55,icmp,1
1970/01/01 13:13:59,tcp-syn,1
1970/01/01 13:14:02,tcp-syn,1
1970/01/01 13:14:07,tcp-syn,1
1970/01/01 13:14:08,tcp-syn,2
1970/01/01 13:14:15,tcp-syn,1
1970/01/01 13:14:16,tcp-syn,2
1970/01/01 13:14:18,tcp-syn,1
1970/01/01 13:14:20,tcp-syn,1
1970/01/01 13:14:26,udp,1
1970/01/01 13:14:29,tcp-syn,1
1970/01/01 13:14:38,tcp-syn,3
1970/01/01 13:14:42,tcp-syn,1
1970/01/01 13:14:45,tcp-syn,2
1970/01/01 13:14:47,tcp-syn,1
1970/01/01 13:14:49,udp,2
1970/01/01 13:14:55,tcp-syn,1
1970/01/01 13:14:57,tcp-syn,2
1970/01/01 13:14:59,tcp-syn,1
1970/01/01 13:15:04,tcp-syn,1
1970/01/01 13:15:05,tcp-syn,1
1970/01/01 13:15:08,tcp-syn,1
1970/01/01 13:15:11,tcp-syn,2
1970/01/01 13:15:17,tcp-syn,1
1970/01/01 13:15:20,tcp-syn,1
1970/01/01 13:15:26,tcp-syn,2
1970/01/01 13:15:36,tcp-syn,1
1970/01/01 13:15:39,tcp-syn,1
1970/01/01 13:15:42,tcp-syn,4
1970/01/01 13:15:53,tcp-syn,1
1970/01/01 13:15:56,tcp-syn,1
1970/01/01 13:16:01,tcp-syn,1
1970/01/01 13:16:04,tcp-syn,1
1970/01/01 13:16:05,tcp-syn,1
1970/01/01 13:16:12,tcp-syn,1
1970/01/01 13:16:13,tcp-syn,2
1970/01/01 13:16:18,tcp-syn,1
1970/01/01 13:16:24,tcp-syn,4
1970/01/01 13:16:26,udp,2
1970/01/01 13:16:34,tcp-syn,1
1970/01/01 13:16:38,tcp-syn,2
1970/01/01 13:16:39,tcp-syn,1
1970/01/01 13:16:40,tcp-syn,2
1970/01/01 13:16:44,tcp-syn,3
1970/01/01 13:16:46,tcp-syn,1
1970/01/01 13:16:48,tcp-syn,1
1970/01/01 13:16:50,tcp-syn,1
1970/01/01 13:16:54,udp,2
1970/01/01 13:16:55,tcp-syn,2
1970/01/01 13:16:58,tcp-syn,1
1970/01/01 13:17:02,tcp-syn,1
1970/01/01 13:17:03,tcp-syn,2
1970/01/01 13:17:05,tcp-syn,1
1970/01/01 13:17:12,tcp-syn,1
1970/01/01 13:17:16,tcp-syn,1
1970/01/01 13:17:16,udp,2
1970/01/01 13:17:19,udp,2
1970/01/01 13:17:22,tcp-syn,1
1970/01/01 13:17:24,tcp-syn,3
1970/01/01 13:17:29,tcp-syn,1
1970/01/01 13:17:40,tcp-syn,1
1970/01/01 13:17:47,tcp-syn,1
1970/01/01 13:17:55,tcp-syn,1
1970/01/01 13:18:00,tcp-syn,4
1970/01/01 13:18:04,tcp-syn,1
1970/01/01 13:18:06,tcp-syn,1
1970/01/01 13:18:12,tcp-syn,2
1970/01/01 13:18:13,tcp-syn,1
1970/01/01 13:18:16,tcp-syn,1
1970/01/01 13:18:16,udp,2
1970/01/01 13:18:19,tcp-syn,1
