second,bucket,sessions
1970/01/01 06:52:04,tcp-syn,1
1970/01/01 06:52:10,tcp-syn,1
1970/01/01 06:52:13,udp,1
1970/01/01 06:52:14,tcp-syn,2
1970/01/01 06:52:14,udp,6
1970/01/01 06:52:16,tcp-syn,2
1970/01/01 06:52:23,tcp-syn,1
1970/01/01 06:52:25,tcp-syn,1
1970/01/01 06:52:31,tcp-syn,1
1970/01/01 06:52:42,tcp-syn,1
1970/01/01 06:52:45,tcp-syn,1
1970/01/01 06:52:48,udp,1
1970/01/01 06:52:52,tcp-syn,1
1970/01/01 06:53:04,tcp-syn,1
1970/01/01 06:53:13,udp,1
1970/01/01 06:53:15,tcp-syn,1
1970/01/01 06:53:17,tcp-syn,1
1970/01/01 06:53:17,udp,1
1970/01/01 06:53:18,tcp-syn,1
1970/01/01 06:53:26,tcp-syn,1
1970/01/01 06:53:31,tcp-syn,2
1970/01/01 06:53:35,tcp-syn,1
1970/01/01 06:53:40,tcp-syn,1
1970/01/01 06:53:48,tcp-syn,1
1970/01/01 06:53:51,tcp-syn,1
1970/01/01 06:54:00,tcp-syn,2
1970/01/01 06:54:01,tcp-syn,1
1970/01/01 06:54:04,tcp-syn,1
1970/01/01 06:54:06,tcp-syn,1
1970/01/01 06:54:07,tcp-syn,2
1970/01/01 06:54:08,udp,2
1970/01/01 06:54:12,tcp-syn,1
1970/01/01 06:54:18,tcp-syn,1
1970/01/01 06:54:20,tcp-syn,2
1970/01/01 06:54:23,tcp-syn,1
1970/01/01 06:54:29,tcp-syn,1
1970/01/01 06:54:32,tcp-syn,2
1970/01/01 06:54:35,udp,1
1970/01/01 06:54:38,tcp-syn,1
1970/01/01 06:54:43,tcp-syn,1
1970/01/01 06:54:44,tcp-syn,1
1970/01/01 06:54:48,tcp-syn,1
1970/01/01 06:54:55,tcp-syn,1
1970/01/01 06:55:10,tcp-syn,1
1970/01/01 06:55:13,tcp-syn,5
1970/01/01 06:55:14,tcp-syn,1
1970/01/01 06:55:18,tcp-syn,2
1970/01/01 06:55:20,tcp-syn,1
1970/01/01 06:55:22,tcp-syn,1
1970/01/01 06:55:25,tcp-syn,1
1970/01/01 06:55:26,udp,6
1970/01/01 06:55:29,tcp-syn,2
1970/01/01 06:55:33,tcp-syn,1
1970/01/01 06:55:50,tcp-syn,1
1970/01/01 06:55:55,tcp-syn,1
1970/01/01 06:56:00,tcp-syn,2
1970/01/01 06:56:05,tcp-syn,2
1970/01/01 06:56:07,tcp-syn,1
1970/01/01 06:56:08,tcp-syn,1
1970/01/01 06:56:22,tcp-syn,1
1970/01/01 06:56:25,tcp-syn,1
1970/01/01 06:56:37,tcp-syn,1
1970/01/01 06:56:48,tcp-syn,1
1970/01/01 06:56:57,tcp-syn,1
1970/01/01 06:56:59,tcp-syn,1
1970/01/01 06:57:02,tcp-syn,1
1970/01/01 06:57:05,tcp-syn,1
1970/01/01 06:57:11,tcp-syn,2
1970/01/01 06:57:12,tcp-syn,2
1970/01/01 06:57:14,tcp-syn,1
1970/01/01 06:57:20,udp,1
1970/01/01 06:57:35,tcp-syn,2
1970/01/01 06:57:43,udp,1
1970/01/01 06:57:45,tcp-syn,2
1970/01/01 06:57:48,tcp-syn,2
1970/01/01 06:57:50,tcp-syn,1
1970/01/01 06:58:03,tcp-syn,2
1970/01/01 06:58:08,tcp-syn,2
1970/01/01 06:58:13,tcp-syn,1
1970/01/01 06:58:17,tcp-syn,1
1970/01/01 06:58:19,tcp-syn,1
1970/01/01 06:58:19,udp,1
1970/01/01 06:58:25,tcp-syn,2
1970/01/01 06:58:29,tcp-syn,1
1970/01/01 06:58:41,tcp-syn,1
1970/01/01 06:58:43,tcp-syn,1
1970/01/01 06:58:45,tcp-syn,1
1970/01/01 06:58:52,tcp-syn,1
1970/01/01 06:58:55,tcp-syn,2
1970/01/01 06:59:02,tcp-syn,1
1970/01/01 06:59:09,tcp-syn,2
1970/01/01 06:59:10,tcp-syn,1
1970/01/01 06:59:12,tcp-syn,1
1970/01/01 06:59:21,tcp-syn,1
1970/01/01 06:59:31,tcp-syn,1
1970/01/01 06:59:34,tcp-syn,1
1970/01/01 06:59:49,udp,3
1970/01/01 06:59:50,tcp-syn,1
1970/01/01 06:59:54,tcp-syn,2
1970/01/01 06:59:57,tcp-syn,1
1970/01/01 07:00:06,tcp-syn,1
1970/01/01 07:00:07,tcp-syn,1
1970/01/01 07:00:12,tcp-syn,4
1970/01/01 07:00:13,tcp-syn,1
1970/01/01 07:00:17,tcp-syn,1
1970/01/01 07:00:26,tcp-syn,2
1970/01/01 07:00:29,tcp-syn,1
1970/01/01 07:00:34,tcp-syn,2
1970/01/01 07:00:39,tcp-syn,2
1970/01/01 07:00:41,tcp-syn,1
1970/01/01 07:00:48,tcp-syn,2
1970/01/01 07:01:00,tcp-syn,1
1970/01/01 07:01:06,tcp-syn,1
1970/01/01 07:01:09,tcp-syn,1
1970/01/01 07:01:15,tcp-syn,2
1970/01/01 07:01:21,tcp-syn,1
1970/01/01 07:01:29,tcp-syn,5
1970/01/01 07:01:34,tcp-syn,1
1970/01/01 07:01:36,tcp-syn,2
1970/01/01 07:01:38,tcp-syn,2
1970/01/01 07:01:46,tcp-syn,4
1970/01/01 07:01:48,udp,1
1970/01/01 07:01:50,tcp-syn,2
1970/01/01 07:01:51,tcp-syn,1
1970/01/01 07:01:58,tcp-syn,1
1970/01/01 07:02:08,tcp-syn,1
1970/01/01 07:02:14,tcp-syn,2
1970/01/01 07:02:15,tcp-syn,1
1970/01/01 07:02:17,tcp-syn,1
1970/01/01 07:02:23,tcp-syn,1
1970/01/01 07:02:26,tcp-syn,2
1970/01/01 07:02:28,tcp-syn,1
1970/01/01 07:02:31,tcp-syn,3
1970/01/01 07:02:35,tcp-syn,2
1970/01/01 07:02:38,tcp-syn,1
1970/01/01 07:02:39,tcp-syn,1
1970/01/01 07:02:42,tcp-syn,2
1970/01/01 07:02:58,tcp-syn,2
1970/01/01 07:02:59,tcp-syn,2
1970/01/01 07:03:01,tcp-syn,4
1970/01/01 07:03:08,tcp-syn,1
1970/01/01 07:03:11,tcp-syn,2
1970/01/01 07:03:12,tcp-syn,1
1970/01/01 07:03:13,tcp-syn,1
1970/01/01 07:03:17,tcp-syn,1
1970/01/01 07:03:21,tcp-syn,1
1970/01/01 07:03:23,tcp-syn,1
1970/01/01 07:03:23,udp,1
1970/01/01 07:03:25,tcp-syn,1
1970/01/01 07:03:26,tcp-syn,2
1970/01/01 07:03:34,tcp-syn,1
1970/01/01 07:03:37,icmp,2
1970/01/01 07:03:41,tcp-syn,1
1970/01/01 07:03:42,tcp-syn,2
1970/01/01 07:03:43,tcp-syn,1
1970/01/01 07:03:44,tcp-syn,2
1970/01/01 07:03:45,tcp-syn,1
1970/01/01 07:03:46,tcp-syn,2
1970/01/01 07:03:56,udp,1
1970/01/01 07:03:58,tcp-syn,1
1970/01/01 07:04:12,tcp-syn,2
1970/01/01 07:04:15,tcp-syn,4
1970/01/01 07:04:27,tcp-syn,1
1970/01/01 07:04:28,tcp-syn,1
1970/01/01 07:04:32,tcp-syn,1
1970/01/01 07:04:38,tcp-syn,1
1970/01/01 07:04:39,tcp-syn,1
1970/01/01 07:04:40,tcp-syn,1
1970/01/01 07:04:40,icmp,1
1970/01/01 07:04:54,icmp,2
1970/01/01 07:04:58,tcp-syn,1
1970/01/01 07:04:59,tcp-syn,1
1970/01/01 07:05:01,tcp-syn,2
1970/01/01 07:05:05,tcp-syn,1
1970/01/01 07:05:08,udp,6
1970/01/01 07:05:10,tcp-syn,1
1970/01/01 07:05:11,tcp-syn,1
1970/01/01 07:05:11,udp,1
1970/01/01 07:05:13,tcp-syn,1
1970/01/01 07:05:15,udp,1
1970/01/01 07:05:16,tcp-syn,2
1970/01/01 07:05:18,tcp-syn,1
1970/01/01 07:05:20,tcp-syn,1
1970/01/01 07:05:21,tcp-syn,1
1970/01/01 07:05:37,tcp-syn,1
1970/01/01 07:05:49,tcp-syn,2
1970/01/01 07:05:55,tcp-syn,4
1970/01/01 07:06:00,tcp-syn,1
1970/01/01 07:06:04,tcp-syn,1
1970/01/01 07:06:06,tcp-syn,1
1970/01/01 07:06:18,tcp-syn,2
1970/01/01 07:06:19,tcp-syn,2
1970/01/01 07:06:21,tcp-syn,1
1970/01/01 07:06:29,tcp-syn,2
1970/01/01 07:06:32,tcp-syn,2
1970/01/01 07:06:42,tcp-syn,1
1970/01/01 07:06:43,tcp-syn,1
1970/01/01 07:06:44,tcp-syn,1
1970/01/01 07:06:48,tcp-syn,2
1970/01/01 07:06:50,tcp-syn,1
1970/01/01 07:06:56,tcp-syn,1
1970/01/01 07:06:57,tcp-syn,1
1970/01/01 07:07:07,tcp-syn,1
1970/01/01 07:07:09,tcp-syn,1
1970/01/01 07:07:10,tcp-syn,1
1970/01/01 07:07:12,udp,1
1970/01/01 07:07:14,tcp-syn,2
1970/01/01 07:07:17,tcp-syn,2
1970/01/01 07:07:22,tcp-syn,1
1970/01/01 07:07:28,tcp-syn,1
1970/01/01 07:07:31,udp,2
1970/01/01 07:07:52,tcp-syn,2
1970/01/01 07:08:00,udp,1
1970/01/01 07:08:07,tcp-syn,1
1970/01/01 07:08:09,udp,1
1970/01/01 07:08:11,tcp-syn,2
1970/01/01 07:08:13,tcp-syn,2
1970/01/01 07:08:18,tcp-syn,2
1970/01/01 07:08:19,tcp-syn,1
1970/01/01 07:08:20,tcp-syn,1
1970/01/01 07:08:22,tcp-syn,1
1970/01/01 07:08:30,tcp-syn,2
1970/01/01 07:08:34,udp,1
1970/01/01 07:08:46,tcp-syn,2
1970/01/01 07:08:51,tcp-syn,1
1970/01/01 07:08:54,udp,1
1970/01/01 07:09:06,tcp-syn,3
1970/01/01 07:09:13,tcp-syn,1
1970/01/01 07:09:16,tcp-syn,1
1970/01/01 07:09:17,tcp-syn,2
1970/01/01 07:09:31,tcp-syn,1
1970/01/01 07:09:32,tcp-syn,1
1970/01/01 07:09:37,tcp-syn,1
1970/01/01 07:09:38,tcp-syn,5
1970/01/01 07:09:39,tcp-syn,2
1970/01/01 07:09:40,tcp-syn,1
1970/01/01 07:09:47,tcp-syn,1
1970/01/01 07:09:50,tcp-syn,2
1970/01/01 07:10:06,tcp-syn,1
1970/01/01 07:10:08,tcp-syn,1
1970/01/01 07:10:15,tcp-syn,1
1970/01/01 07:10:24,tcp-syn,1
1970/01/01 07:10:37,tcp-syn,1
1970/01/01 07:10:47,tcp-syn,1
1970/01/01 07:10:51,tcp-syn,1
1970/01/01 07:10:52,tcp-syn,2
1970/01/01 07:11:13,udp,2
1970/01/01 07:11:15,tcp-syn,2
1970/01/01 07:11:20,tcp-syn,1
1970/01/01 07:11:22,tcp-syn,1
1970/01/01 07:11:33,udp,1
1970/01/01 07:11:38,udp,2
1970/01/01 07:11:55,tcp-syn,1
1970/01/01 07:12:02,tcp-syn,1
1970/01/01 07:12:04,tcp-syn,1
1970/01/01 07:12:05,tcp-syn,1
1970/01/01 07:12:08,tcp-syn,2
1970/01/01 07:12:09,tcp-syn,1
1970/01/01 07:12:17,tcp-syn,2
1970/01/01 07:12:23,tcp-syn,2
1970/01/01 07:12:24,tcp-syn,1
1970/01/01 07:12:32,tcp-syn,1
1970/01/01 07:12:36,tcp-syn,1
1970/01/01 07:12:37,tcp-syn,1
1970/01/01 07:12:38,tcp-syn,1
1970/01/01 07:12:41,tcp-syn,2
1970/01/01 07:12:44,tcp-syn,2
1970/01/01 07:12:45,tcp-syn,2
1970/01/01 07:13:02,tcp-syn,4
1970/01/01 07:13:03,tcp-syn,1
1970/01/01 07:13:09,tcp-syn,1
1970/01/01 07:13:11,tcp-syn,2
1970/01/01 07:13:11,udp,6
1970/01/01 07:13:12,tcp-syn,1
1970/01/01 07:13:17,tcp-syn,2
1970/01/01 07:13:18,tcp-syn,1
1970/01/01 07:13:22,tcp-syn,1
1970/01/01 07:13:26,tcp-syn,2
1970/01/01 07:13:38,tcp-syn,3
1970/01/01 07:13:39,tcp-syn,1
1970/01/01 07:13:43,tcp-syn,1
1970/01/01 07:13:49,tcp-syn,1
1970/01/01 07:13:52,tcp-syn,1
1970/01/01 07:13:56,tcp-syn,1
1970/01/01 07:14:01,tcp-syn,1
1970/01/01 07:14:06,tcp-syn,2
1970/01/01 07:14:07,tcp-syn,5
1970/01/01 07:14:07,udp,1
1970/01/01 07:14:08,tcp-syn,1
1970/01/01 07:14:11,tcp-syn,1
1970/01/01 07:14:21,tcp-syn,2
1970/01/01 07:14:23,tcp-syn,2
1970/01/01 07:14:24,tcp-syn,1
1970/01/01 07:14:31,tcp-syn,1
1970/01/01 07:14:35,tcp-syn,1
1970/01/01 07:14:38,tcp-syn,1
1970/01/01 07:14:47,tcp-syn,1
1970/01/01 07:14:56,tcp-syn,2
1970/01/01 07:14:59,udp,2
1970/01/01 07:15:00,tcp-syn,4
1970/01/01 07:15:12,tcp-syn,1
1970/01/01 07:15:34,tcp-syn,1
1970/01/01 07:15:37,tcp-syn,2
1970/01/01 07:15:40,tcp-syn,1
1970/01/01 07:15:42,tcp-syn,2
1970/01/01 07:15:49,tcp-syn,1
1970/01/01 07:15:50,tcp-syn,1
1970/01/01 07:15:57,udp,1
1970/01/01 07:15:58,tcp-syn,1
1970/01/01 07:16:03,tcp-syn,2
1970/01/01 07:16:04,tcp-syn,3
1970/01/01 07:16:08,tcp-syn,1
1970/01/01 07:16:10,tcp-syn,2
1970/01/01 07:16:19,tcp-syn,1
1970/01/01 07:16:24,tcp-syn,2
1970/01/01 07:16:30,tcp-syn,1
1970/01/01 07:16:39,tcp-syn,1
1970/01/01 07:16:48,tcp-syn,2
1970/01/01 07:16:53,tcp-syn,1
1970/01/01 07:16:54,tcp-syn,2
1970/01/01 07:16:57,udp,1
1970/01/01 07:16:58,udp,2
1970/01/01 07:16:59,tcp-syn,2
1970/01/01 07:17:01,tcp-syn,1
1970/01/01 07:17:02,tcp-syn,1
1970/01/01 07:17:06,udp,1
1970/01/01 07:17:07,tcp-syn,1
1970/01/01 07:17:08,tcp-syn,1
1970/01/01 07:17:13,tcp-syn,2
1970/01/01 07:17:14,tcp-syn,1
1970/01/01 07:17:19,tcp-syn,1
1970/01/01 07:17:23,tcp-syn,1
1970/01/01 07:17:28,tcp-syn,1
1970/01/01 07:17:33,tcp-syn,1
1970/01/01 07:17:35,tcp-syn,2
1970/01/01 07:17:40,tcp-syn,1
1970/01/01 07:17:43,tcp-syn,2
1970/01/01 07:17:49,tcp-syn,2
1970/01/01 07:17:57,udp,2
1970/01/01 07:17:57,icmp,1
1970/01/01 07:17:58,tcp-syn,1
1970/01/01 07:17:59,tcp-syn,1
1970/01/01 07:18:00,tcp-syn,2
1970/01/01 07:18:02,tcp-syn,2
1970/01/01 07:18:23,tcp-syn,1
1970/01/01 07:18:34,udp,1
1970/01/01 07:18:40,tcp-syn,1
1970/01/01 07:18:45,tcp-syn,1
1970/01/01 07:18:46,tcp-syn,1
1970/01/01 07:18:46,icmp,1
1970/01/01 07:18:50,tcp-syn,2
1970/01/01 07:18:51,tcp-syn,1
1970/01/01 07:18:54,tcp-syn,1
1970/01/01 07:19:02,tcp-syn,1
1970/01/01 07:19:06,tcp-syn,1
1970/01/01 07:19:08,tcp-syn,2
1970/01/01 07:19:15,tcp-syn,1
1970/01/01 07:19:19,tcp-syn,1
1970/01/01 07:19:22,tcp-syn,1
1970/01/01 07:19:24,tcp-syn,2
1970/01/01 07:19:26,tcp-syn,1
1970/01/01 07:19:44,tcp-syn,1
1970/01/01 07:19:46,tcp-syn,1
1970/01/01 07:19:51,tcp-syn,1
1970/01/01 07:19:58,tcp-syn,1
1970/01/01 07:20:05,tcp-syn,1
1970/01/01 07:20:07,tcp-syn,1
1970/01/01 07:20:08,tcp-syn,1
1970/01/01 07:20:15,tcp-syn,1
1970/01/01 07:20:16,tcp-syn,2
1970/01/01 07:20:20,tcp-syn,1
1970/01/01 07:20:26,tcp-syn,1
1970/01/01 07:20:32,tcp-syn,1
1970/01/01 07:20:34,tcp-syn,1
1970/01/01 07:20:41,tcp-syn,5
1970/01/01 07:20:45,tcp-syn,1
1970/01/01 07:20:46,tcp-syn,1
1970/01/01 07:20:49,tcp-syn,1
1970/01/01 07:20:50,tcp-syn,2
1970/01/01 07:20:53,tcp-syn,1
1970/01/01 07:20:58,tcp-syn,1
1970/01/01 07:21:00,tcp-syn,1
1970/01/01 07:21:01,tcp-syn,2
1970/01/01 07:21:04,tcp-syn,1
1970/01/01 07:21:05,tcp-syn,1
1970/01/01 07:21:14,tcp-syn,1
1970/01/01 07:21:16,tcp-syn,2
1970/01/01 07:21:18,tcp-syn,1
1970/01/01 07:21:24,tcp-syn,2
1970/01/01 07:21:25,tcp-syn,1
1970/01/01 07:21:28,tcp-syn,2
1970/01/01 07:21:30,tcp-syn,1
1970/01/01 07:21:31,udp,1
1970/01/01 07:21:32,tcp-syn,1
1970/01/01 07:21:36,tcp-syn,1
1970/01/01 07:21:37,tcp-syn,1
1970/01/01 07:21:42,tcp-syn,1
1970/01/01 07:21:43,tcp-syn,1
1970/01/01 07:21:46,tcp-syn,2
1970/01/01 07:21:49,tcp-syn,1
1970/01/01 07:22:06,tcp-syn,1
1970/01/01 07:22:13,tcp-syn,1
1970/01/01 07:22:27,tcp-syn,1
1970/01/01 07:22:36,tcp-syn,1
1970/01/01 07:22:41,tcp-syn,3
1970/01/01 07:22:43,tcp-syn,1
1970/01/01 07:22:52,tcp-syn,1
1970/01/01 07:22:53,tcp-syn,1
1970/01/01 07:22:54,tcp-syn,2
1970/01/01 07:22:55,tcp-syn,2
1970/01/01 07:22:56,tcp-syn,1
1970/01/01 07:23:05,tcp-syn,1
1970/01/01 07:23:06,udp,1
1970/01/01 07:23:13,tcp-syn,1
1970/01/01 07:23:20,udp,1
1970/01/01 07:23:25,tcp-syn,1
1970/01/01 07:23:33,tcp-syn,1
1970/01/01 07:23:34,tcp-syn,1
1970/01/01 07:23:39,tcp-syn,2
1970/01/01 07:23:45,tcp-syn,1
1970/01/01 07:23:47,tcp-syn,1
1970/01/01 07:23:53,tcp-syn,1
1970/01/01 07:23:56,tcp-syn,1
1970/01/01 07:23:58,tcp-syn,2
1970/01/01 07:24:06,tcp-syn,1
1970/01/01 07:24:12,tcp-syn,1
1970/01/01 07:24:13,tcp-syn,1
1970/01/01 07:24:15,tcp-syn,1
1970/01/01 07:24:17,tcp-syn,1
1970/01/01 07:24:23,tcp-syn,1
1970/01/01 07:24:26,tcp-syn,2
1970/01/01 07:24:31,tcp-syn,2
1970/01/01 07:24:35,tcp-syn,1
1970/01/01 07:24:36,tcp-syn,2
1970/01/01 07:24:38,tcp-syn,1
1970/01/01 07:24:38,udp,2
1970/01/01 07:24:48,tcp-syn,2
1970/01/01 07:24:49,tcp-syn,2
1970/01/01 07:24:50,tcp-syn,1
1970/01/01 07:24:52,tcp-syn,1
1970/01/01 07:25:04,tcp-syn,1
1970/01/01 07:25:23,tcp-syn,1
1970/01/01 07:25:24,tcp-syn,1
1970/01/01 07:25:25,tcp-syn,1
1970/01/01 07:25:28,tcp-syn,1
1970/01/01 07:25:32,tcp-syn,2
1970/01/01 07:25:35,tcp-syn,1
1970/01/01 07:25:38,tcp-syn,2
1970/01/01 07:25:39,tcp-syn,2
1970/01/01 07:25:47,tcp-syn,1
1970/01/01 07:25:50,tcp-syn,1
1970/01/01 07:25:56,tcp-syn,1
1970/01/01 07:26:03,tcp-syn,1
1970/01/01 07:26:06,tcp-syn,1
1970/01/01 07:26:07,icmp,1
1970/01/01 07:26:08,tcp-syn,1
1970/01/01 07:26:25,tcp-syn,1
1970/01/01 07:26:41,tcp-syn,1
1970/01/01 07:26:48,tcp-syn,1
1970/01/01 07:26:50,tcp-syn,1
1970/01/01 07:26:51,tcp-syn,1
1970/01/01 07:26:54,udp,1
1970/01/01 07:26:55,tcp-syn,2
1970/01/01 07:26:57,tcp-syn,1
1970/01/01 07:27:09,tcp-syn,2
1970/01/01 07:27:12,tcp-syn,1
1970/01/01 07:27:13,tcp-syn,1
1970/01/01 07:27:14,tcp-syn,1
1970/01/01 07:27:20,tcp-syn,1
1970/01/01 07:27:22,tcp-syn,1
1970/01/01 07:27:27,tcp-syn,2
1970/01/01 07:27:28,tcp-syn,2
1970/01/01 07:27:36,tcp-syn,1
1970/01/01 07:27:38,tcp-syn,1
1970/01/01 07:27:42,tcp-syn,1
1970/01/01 07:27:44,udp,1
1970/01/01 07:27:47,tcp-syn,2
1970/01/01 07:27:49,tcp-syn,5
1970/01/01 07:28:15,tcp-syn,2
1970/01/01 07:28:16,tcp-syn,1
1970/01/01 07:28:17,tcp-syn,1
1970/01/01 07:28:25,tcp-syn,2
1970/01/01 07:28:50,tcp-syn,1
1970/01/01 07:28:51,tcp-syn,1
1970/01/01 07:29:02,tcp-syn,1
1970/01/01 07:29:02,udp,1
1970/01/01 07:29:07,tcp-syn,1
1970/01/01 07:29:11,tcp-syn,1
1970/01/01 07:29:14,tcp-syn,1
1970/01/01 07:29:15,tcp-syn,1
1970/01/01 07:29:17,tcp-syn,1
1970/01/01 07:29:28,tcp-syn,1
1970/01/01 07:29:32,tcp-syn,1
1970/01/01 07:29:33,tcp-syn,2
1970/01/01 07:29:35,tcp-syn,1
1970/01/01 07:29:37,tcp-syn,2
1970/01/01 07:29:39,tcp-syn,2
1970/01/01 07:29:40,icmp,2
1970/01/01 07:29:47,tcp-syn,1
1970/01/01 07:29:57,tcp-syn,2
1970/01/01 07:30:10,tcp-syn,1
1970/01/01 07:30:12,tcp-syn,2
1970/01/01 07:30:15,tcp-syn,1
1970/01/01 07:30:16,udp,1
1970/01/01 07:30:22,udp,1
1970/01/01 07:30:29,tcp-syn,2
1970/01/01 07:30:30,tcp-syn,1
1970/01/01 07:30:33,tcp-syn,3
1970/01/01 07:30:36,tcp-syn,1
1970/01/01 07:30:41,tcp-syn,1
1970/01/01 07:30:43,tcp-syn,1
1970/01/01 07:30:48,tcp-syn,1
1970/01/01 07:30:50,tcp-syn,1
1970/01/01 07:30:53,tcp-syn,2
1970/01/01 07:30:56,icmp,3
1970/01/01 07:30:59,tcp-syn,2
1970/01/01 07:31:02,tcp-syn,1
1970/01/01 07:31:07,tcp-syn,1
1970/01/01 07:31:12,tcp-syn,3
1970/01/01 07:31:23,tcp-syn,2
1970/01/01 07:31:25,udp,1
1970/01/01 07:31:28,tcp-syn,1
1970/01/01 07:31:45,tcp-syn,1
1970/01/01 07:31:47,tcp-syn,2
1970/01/01 07:31:50,tcp-syn,2
1970/01/01 07:31:55,tcp-syn,2
1970/01/01 07:31:56,tcp-syn,1
1970/01/01 07:32:02,tcp-syn,1
1970/01/01 07:32:04,tcp-syn,1
1970/01/01 07:32:09,tcp-syn,1
1970/01/01 07:32:10,tcp-syn,2
1970/01/01 07:32:15,tcp-syn,1
1970/01/01 07:32:23,tcp-syn,2
1970/01/01 07:32:24,tcp-syn,1
1970/01/01 07:32:26,udp,1
1970/01/01 07:32:37,tcp-syn,1
1970/01/01 07:32:38,tcp-syn,1
1970/01/01 07:32:45,tcp-syn,1
1970/01/01 07:32:48,tcp-syn,1
1970/01/01 07:32:53,tcp-syn,1
1970/01/01 07:33:02,tcp-syn,1
1970/01/01 07:33:05,tcp-syn,1
1970/01/01 07:33:07,tcp-syn,1
1970/01/01 07:33:14,tcp-syn,2
1970/01/01 07:33:19,tcp-syn,1
1970/01/01 07:33:23,tcp-syn,1
1970/01/01 07:33:27,tcp-syn,2
1970/01/01 07:33:30,icmp,2
1970/01/01 07:33:31,tcp-syn,2
1970/01/01 07:33:36,tcp-syn,1
1970/01/01 07:33:42,tcp-syn,1
1970/01/01 07:33:51,tcp-syn,1
1970/01/01 07:33:52,tcp-syn,1
1970/01/01 07:34:03,tcp-syn,1
1970/01/01 07:34:06,tcp-syn,1
1970/01/01 07:34:14,tcp-syn,1
1970/01/01 07:34:16,tcp-syn,1
1970/01/01 07:34:22,tcp-syn,1
1970/01/01 07:34:25,tcp-syn,1
1970/01/01 07:34:28,tcp-syn,1
1970/01/01 07:34:37,tcp-syn,1
1970/01/01 07:34:40,tcp-syn,2
1970/01/01 07:34:41,tcp-syn,2
1970/01/01 07:34:42,tcp-syn,5
1970/01/01 07:34:45,tcp-syn,2
1970/01/01 07:34:47,tcp-syn,2
1970/01/01 07:34:47,udp,1
1970/01/01 07:34:48,tcp-syn,2
1970/01/01 07:34:53,tcp-syn,1
1970/01/01 07:35:09,tcp-syn,1
1970/01/01 07:35:13,tcp-syn,2
1970/01/01 07:35:15,tcp-syn,1
1970/01/01 07:35:19,tcp-syn,2
1970/01/01 07:35:41,tcp-syn,3
1970/01/01 07:35:44,tcp-syn,2
1970/01/01 07:35:45,tcp-syn,1
1970/01/01 07:35:48,tcp-syn,1
1970/01/01 07:35:53,tcp-syn,1
1970/01/01 07:35:57,tcp-syn,1
1970/01/01 07:35:58,tcp-syn,1
1970/01/01 07:35:59,udp,2
1970/01/01 07:36:03,udp,2
1970/01/01 07:36:05,tcp-syn,2
1970/01/01 07:36:08,tcp-syn,2
1970/01/01 07:36:09,tcp-syn,1
1970/01/01 07:36:10,tcp-syn,1
1970/01/01 07:36:13,udp,1
1970/01/01 07:36:14,tcp-syn,2
1970/01/01 07:36:16,tcp-syn,1
1970/01/01 07:36:25,tcp-syn,2
1970/01/01 07:36:28,tcp-syn,2
1970/01/01 07:36:32,tcp-syn,2
1970/01/01 07:36:33,tcp-syn,2
1970/01/01 07:36:39,tcp-syn,1
1970/01/01 07:36:48,tcp-syn,1
1970/01/01 07:36:49,tcp-syn,1
1970/01/01 07:36:56,tcp-syn,1
1970/01/01 07:36:58,udp,2
1970/01/01 07:37:00,tcp-syn,2
1970/01/01 07:37:16,tcp-syn,1
1970/01/01 07:37:16,udp,2
1970/01/01 07:37:21,tcp-syn,1
1970/01/01 07:37:23,tcp-syn,1
1970/01/01 07:37:34,tcp-syn,1
1970/01/01 07:37:41,tcp-syn,1
1970/01/01 07:37:50,tcp-syn,2
1970/01/01 07:37:51,tcp-syn,2
1970/01/01 07:37:55,tcp-syn,1
1970/01/01 07:37:57,tcp-syn,1
1970/01/01 07:38:01,tcp-syn,2
1970/01/01 07:38:07,tcp-syn,1
1970/01/01 07:38:09,tcp-syn,1
1970/01/01 07:38:11,udp,2
1970/01/01 07:38:13,tcp-syn,1
1970/01/01 07:38:20,tcp-syn,2
1970/01/01 07:38:25,tcp-syn,1
1970/01/01 07:38:26,tcp-syn,1
1970/01/01 07:38:46,tcp-syn,1
1970/01/01 07:38:49,tcp-syn,1
1970/01/01 07:38:50,tcp-syn,1
1970/01/01 07:38:54,tcp-syn,1
1970/01/01 07:38:56,tcp-syn,1
1970/01/01 07:38:57,tcp-syn,1
1970/01/01 07:39:02,udp,1
1970/01/01 07:39:13,tcp-syn,1
1970/01/01 07:39:18,tcp-syn,2
1970/01/01 07:39:22,tcp-syn,1
1970/01/01 07:39:28,tcp-syn,1
1970/01/01 07:39:40,tcp-syn,1
1970/01/01 07:39:45,tcp-syn,1
1970/01/01 07:39:48,tcp-syn,1
1970/01/01 07:39:50,tcp-syn,2
1970/01/01 07:39:53,tcp-syn,1
1970/01/01 07:39:55,tcp-syn,2
1970/01/01 07:40:00,udp,1
1970/01/01 07:40:11,tcp-syn,4
1970/01/01 07:40:12,tcp-syn,1
1970/01/01 07:40:19,tcp-syn,2
1970/01/01 07:40:22,tcp-syn,1
1970/01/01 07:40:26,tcp-syn,2
1970/01/01 07:40:27,tcp-syn,1
1970/01/01 07:40:30,tcp-syn,2
1970/01/01 07:40:38,tcp-syn,1
1970/01/01 07:40:39,tcp-syn,1
1970/01/01 07:40:41,tcp-syn,1
1970/01/01 07:40:41,udp,1
1970/01/01 07:40:44,tcp-syn,2
